congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,party_name,n_members,nominate_dim1_median,nominate_dim2_median,nominate_dim1_mean,nominate_dim2_mean,prob_nom,n_prob_nom
50,House,6736,3,3.0,MA,100,0.0,1.0,"MORSE, Leopold",M001012,1831.0,1892.0,-0.11699999999999999,-0.993,-44.3358,0.516,67.0,22.0,,-0.255,-0.9670000000000001,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,59.901476014760156,320.0
50,House,8001,3,12.0,MA,200,0.0,1.0,"ROCKWELL, Francis Williams",R000365,1844.0,1929.0,0.34299999999999997,-0.142,-18.34114,0.845,109.0,6.0,,0.344,-0.192,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,89.385501858736,320.0
50,House,8132,3,10.0,MA,100,0.0,1.0,"RUSSELL, John Edwards",R000530,1834.0,1903.0,-0.318,-0.728,-78.27233000000001,0.615,161.0,35.0,,-0.316,-0.674,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,69.21176470588233,320.0
50,House,10067,3,11.0,MA,200,0.0,1.0,"WHITING, William",W000418,1841.0,1911.0,0.361,-0.429,-23.44514,0.841,135.0,10.0,,0.358,-0.33,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,88.47592592592589,320.0
50,House,104,23,2.0,MI,200,0.0,1.0,"ALLEN, Edward Payson",A000119,1839.0,1909.0,0.307,0.337,-63.050709999999995,0.76,230.0,26.0,,0.278,0.444,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,84.54095940959414,320.0
50,House,1016,23,6.0,MI,200,0.0,1.0,"BREWER, Mark Spencer",B000811,1837.0,1901.0,0.442,0.29,-60.1141,0.742,201.0,33.0,,0.34600000000000003,0.435,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,84.97518518518524,320.0
50,House,1310,23,4.0,MI,200,0.0,1.0,"BURROWS, Julius Caesar",B001142,1837.0,1915.0,0.44799999999999995,-0.129,-27.457929999999998,0.873,203.0,12.0,,0.522,0.11,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,89.17148148148154,320.0
50,House,1704,23,1.0,MI,100,0.0,1.0,"CHIPMAN, John Logan",C000367,1830.0,1893.0,-0.21899999999999997,-0.564,-77.80006,0.684,205.0,36.0,,-0.183,-0.479,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,71.30624999999999,320.0
50,House,2283,23,9.0,MI,200,0.0,1.0,"CUTCHEON, Byron M.",C001022,1836.0,1908.0,0.433,-0.166,-31.457079999999998,0.81,149.0,14.0,,0.376,-0.47,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,88.05390334572489,319.0
50,House,3172,23,10.0,MI,100,0.0,1.0,"FISHER, Spencer Oliver",F000153,1843.0,1919.0,-0.298,0.196,-35.21232,0.685,93.0,19.0,,-0.233,0.13,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,75.87573529411769,320.0
50,House,3271,23,5.0,MI,100,0.0,1.0,"FORD, Melbourne Haddock",F000265,1849.0,1891.0,-0.255,-0.424,-63.87686,0.616,132.0,29.0,,-0.257,-0.445,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,70.4675276752768,320.0
50,House,6580,23,11.0,MI,200,1.0,1.0,"MOFFATT, Seth Crittenden",M000837,1841.0,1887.0,0.39799999999999996,0.16399999999999998,,,,,,,,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,76.15,3.0
50,House,7027,23,3.0,MI,200,0.0,1.0,"O'DONNELL, James",O000039,1840.0,1915.0,0.33799999999999997,0.39799999999999996,-49.34004,0.789,208.0,21.0,,0.21600000000000003,0.077,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,85.80111111111111,320.0
